id,_Match__id_match,_Match__heure_debut,_Match__heure_fin,_Match__jour,_Match__ville,_Match__liste_equipes_participantes,_Match__score,_Match__arbitre,_Match__lieu,_Match__id_csv,_Match__statistiques_diverses,_Match__duree
284,284,,,2022-11-25,,"[12, 28]","[(12, 110), (28, 107)]",,,22200277,{},48.0
285,285,,,2022-11-25,,"[8, 26]","[(8, 129), (26, 118)]",,,22200284,{},48.0
286,286,,,2022-11-26,,"[25, 6]","[(25, 105), (6, 100)]",,,22200286,{},48.0
287,287,,,2022-11-26,,"[20, 26]","[(20, 113), (26, 112)]",,,22200289,{},48.0
288,288,,,2022-11-26,,"[23, 11]","[(23, 138), (11, 143)]",,,22200288,{},48.0
289,289,,,2022-11-26,,"[9, 24]","[(9, 118), (24, 105)]",,,22200287,{},48.0
290,290,,,2022-11-27,,"[17, 19]","[(17, 103), (19, 133)]",,,22200297,{},48.0
291,291,,,2022-11-27,,"[13, 6]","[(13, 124), (6, 115)]",,,22200298,{},48.0
292,292,,,2022-11-27,,"[16, 27]","[(16, 123), (27, 127)]",,,22200296,{},48.0
293,293,,,2022-11-27,,"[2, 28]","[(2, 130), (28, 121)]",,,22200294,{},48.0
294,294,,,2022-11-27,,"[1, 12]","[(1, 98), (12, 106)]",,,22200293,{},48.0
295,295,,,2022-11-27,,"[10, 18]","[(10, 114), (18, 100)]",,,22200292,{},48.0
296,296,,,2022-11-27,,"[14, 8]","[(14, 114), (8, 137)]",,,22200291,{},48.0
297,297,,,2022-11-27,,"[15, 21]","[(15, 111), (21, 97)]",,,22200290,{},48.0
298,298,,,2022-11-27,,"[29, 3]","[(29, 94), (3, 102)]",,,22200295,{},48.0
299,299,,,2022-11-28,,"[7, 9]","[(7, 129), (9, 113)]",,,22200305,{},48.0
300,300,,,2022-11-28,,"[19, 1]","[(19, 104), (1, 101)]",,,22200299,{},48.0
301,301,,,2022-11-28,,"[28, 14]","[(28, 142), (14, 127)]",,,22200300,{},48.0
302,302,,,2022-11-28,,"[2, 30]","[(2, 140), (30, 105)]",,,22200301,{},48.0
303,303,,,2022-11-28,,"[25, 3]","[(25, 100), (3, 88)]",,,22200303,{},48.0
304,304,,,2022-11-28,,"[26, 5]","[(26, 107), (5, 114)]",,,22200306,{},48.0
305,305,,,2022-11-28,,"[22, 20]","[(22, 117), (20, 122)]",,,22200307,{},48.0
306,306,,,2022-11-28,,"[15, 17]","[(15, 109), (17, 102)]",,,22200302,{},48.0
307,307,,,2022-11-28,,"[11, 18]","[(11, 115), (18, 116)]",,,22200308,{},48.0
308,308,,,2022-11-28,,"[4, 24]","[(4, 105), (24, 101)]",,,22200304,{},48.0
309,309,,,2022-11-29,,"[29, 16]","[(29, 110), (16, 140)]",,,22200309,{},48.0
310,310,,,2022-11-29,,"[6, 8]","[(6, 116), (8, 113)]",,,22200310,{},48.0
311,311,,,2022-11-29,,"[21, 10]","[(21, 112), (10, 118)]",,,22200311,{},48.0
312,312,,,2022-11-03,,"[2, 12]","[(2, 134), (12, 121)]",,,22200314,{},48.0
313,313,,,2022-11-03,,"[4, 25]","[(4, 126), (25, 108)]",,,22200318,{},48.0
314,314,,,2022-11-03,,"[22, 18]","[(22, 137), (18, 114)]",,,22200323,{},48.0
315,315,,,2022-11-03,,"[17, 1]","[(17, 108), (1, 125)]",,,22200313,{},48.0
316,316,,,2022-11-03,,"[20, 5]","[(20, 132), (5, 113)]",,,22200321,{},48.0
317,317,,,2022-11-03,,"[15, 28]","[(15, 113), (28, 107)]",,,22200315,{},48.0
318,318,,,2022-11-03,,"[26, 10]","[(26, 125), (10, 112)]",,,22200322,{},48.0
319,319,,,2022-11-03,,"[11, 21]","[(11, 128), (21, 109)]",,,22200324,{},48.0
320,320,,,2022-11-03,,"[7, 9]","[(7, 120), (9, 100)]",,,22200320,{},48.0
321,321,,,2022-11-03,,"[24, 23]","[(24, 119), (23, 111)]",,,22200319,{},48.0
322,322,,,2022-11-03,,"[14, 27]","[(14, 109), (27, 101)]",,,22200317,{},48.0
323,323,,,2022-11-03,,"[3, 19]","[(3, 113), (19, 85)]",,,22200312,{},48.0
324,324,,,2022-11-03,,"[16, 13]","[(16, 103), (13, 109)]",,,22200316,{},48.0
325,325,,,2022-12-01,,"[29, 6]","[(29, 131), (6, 125)]",,,22200325,{},53.0
326,326,,,2022-12-02,,"[20, 9]","[(20, 121), (9, 122)]",,,22200334,{},48.0
327,327,,,2022-12-02,,"[26, 18]","[(26, 139), (18, 119)]",,,22200335,{},48.0
328,328,,,2022-12-02,,"[27, 19]","[(27, 117), (19, 109)]",,,22200332,{},48.0
329,329,,,2022-12-02,,"[2, 12]","[(2, 116), (12, 120)]",,,22200328,{},53.0
330,330,,,2022-12-02,,"[8, 5]","[(8, 119), (5, 111)]",,,22200336,{},48.0
331,331,,,2022-12-02,,"[15, 25]","[(15, 114), (25, 105)]",,,22200329,{},48.0
332,332,,,2022-12-02,,"[3, 17]","[(3, 107), (17, 96)]",,,22200330,{},48.0
333,333,,,2022-12-02,,"[1, 7]","[(1, 117), (7, 109)]",,,22200327,{},48.0
334,334,,,2022-12-02,,"[30, 28]","[(30, 117), (28, 116)]",,,22200326,{},48.0
335,335,,,2022-12-02,,"[23, 4]","[(23, 99), (4, 117)]",,,22200333,{},48.0
336,336,,,2022-12-02,,"[13, 11]","[(13, 129), (11, 133)]",,,22200331,{},48.0
337,337,,,2022-12-03,,"[10, 22]","[(10, 96), (22, 123)]",,,22200338,{},48.0
338,338,,,2022-12-03,,"[25, 17]","[(25, 121), (17, 108)]",,,22200340,{},48.0
339,339,,,2022-12-03,,"[8, 9]","[(8, 120), (9, 101)]",,,22200342,{},48.0
340,340,,,2022-12-03,,"[14, 24]","[(14, 128), (24, 135)]",,,22200341,{},48.0
341,341,,,2022-12-03,,"[26, 21]","[(26, 111), (21, 116)]",,,22200343,{},48.0
342,342,,,2022-12-03,,"[30, 13]","[(30, 96), (13, 105)]",,,22200339,{},48.0
343,343,,,2022-12-03,,"[16, 6]","[(16, 100), (6, 121)]",,,22200337,{},48.0
344,344,,,2022-12-04,,"[15, 2]","[(15, 92), (2, 103)]",,,22200346,{},48.0
345,345,,,2022-12-04,,"[16, 3]","[(16, 92), (3, 81)]",,,22200348,{},48.0
346,346,,,2022-12-04,,"[4, 7]","[(4, 121), (7, 106)]",,,22200344,{},48.0
347,347,,,2022-12-04,,"[28, 11]","[(28, 119), (11, 130)]",,,22200349,{},48.0
348,348,,,2022-12-04,,"[29, 27]","[(29, 112), (27, 122)]",,,22200347,{},48.0
349,349,,,2022-12-04,,"[23, 20]","[(23, 95), (20, 133)]",,,22200345,{},48.0
350,350,,,2022-12-04,,"[21, 18]","[(21, 116), (18, 100)]",,,22200351,{},48.0
351,351,,,2022-12-04,,"[22, 5]","[(22, 110), (5, 101)]",,,22200350,{},48.0
352,352,,,2022-12-05,,"[17, 13]","[(17, 102), (13, 109)]",,,22200353,{},48.0
353,353,,,2022-12-05,,"[6, 20]","[(6, 130), (20, 111)]",,,22200358,{},48.0
354,354,,,2022-12-05,,"[30, 10]","[(30, 117), (10, 119)]",,,22200352,{},48.0
355,355,,,2022-12-05,,"[8, 18]","[(8, 104), (18, 112)]",,,22200359,{},48.0
356,356,,,2022-12-05,,"[9, 19]","[(9, 132), (19, 123)]",,,22200356,{},58.0
357,357,,,2022-12-05,,"[27, 12]","[(27, 101), (12, 93)]",,,22200357,{},48.0
358,358,,,2022-12-05,,"[1, 24]","[(1, 114), (24, 121)]",,,22200354,{},48.0
359,359,,,2022-12-05,,"[25, 2]","[(25, 110), (2, 116)]",,,22200355,{},48.0
360,360,,,2022-12-06,,"[12, 29]","[(12, 96), (29, 116)]",,,22200361,{},48.0
361,361,,,2022-12-06,,"[3, 11]","[(3, 116), (11, 102)]",,,22200360,{},48.0
362,362,,,2022-12-06,,"[7, 6]","[(7, 115), (6, 116)]",,,22200362,{},48.0
363,363,,,2022-12-07,,"[16, 1]","[(16, 113), (1, 89)]",,,22200365,{},48.0
364,364,,,2022-12-07,,"[15, 30]","[(15, 122), (30, 116)]",,,22200364,{},48.0
365,365,,,2022-12-07,,"[17, 10]","[(17, 116), (10, 111)]",,,22200363,{},53.0
366,366,,,2022-12-07,,"[25, 11]","[(25, 126), (11, 113)]",,,22200366,{},48.0
367,367,,,2022-12-07,,"[13, 22]","[(13, 126), (22, 113)]",,,22200369,{},48.0
368,368,,,2022-12-07,,"[27, 24]","[(27, 123), (24, 102)]",,,22200368,{},48.0
369,369,,,2022-12-07,,"[14, 18]","[(14, 121), (18, 115)]",,,22200370,{},48.0
370,370,,,2022-12-07,,"[5, 28]","[(5, 115), (28, 111)]",,,22200367,{},48.0
371,371,,,2022-12-07,,"[4, 29]","[(4, 104), (29, 98)]",,,22200371,{},48.0
372,372,,,2022-12-07,,"[26, 8]","[(26, 124), (8, 123)]",,,22200372,{},48.0
373,373,,,2022-12-07,,"[20, 2]","[(20, 98), (2, 125)]",,,22200373,{},48.0
374,374,,,2022-12-08,,"[23, 9]","[(23, 118), (9, 109)]",,,22200375,{},48.0
375,375,,,2022-12-08,,"[12, 10]","[(12, 115), (10, 110)]",,,22200374,{},48.0
376,376,,,2022-12-08,,"[21, 7]","[(21, 120), (7, 121)]",,,22200376,{},48.0
377,377,,,2022-12-09,,"[26, 14]","[(26, 108), (14, 118)]",,,22200385,{},48.0
378,378,,,2022-12-09,,"[3, 22]","[(3, 95), (22, 106)]",,,22200381,{},48.0
379,379,,,2022-12-09,,"[6, 13]","[(6, 105), (13, 106)]",,,22200386,{},48.0
380,380,,,2022-12-09,,"[17, 25]","[(17, 113), (25, 109)]",,,22200379,{},48.0
381,381,,,2022-12-09,,"[18, 28]","[(18, 121), (28, 111)]",,,22200378,{},48.0
382,382,,,2022-12-09,,"[4, 20]","[(4, 128), (20, 117)]",,,22200384,{},48.0
383,383,,,2022-12-09,,"[15, 1]","[(15, 120), (1, 116)]",,,22200380,{},48.0
384,384,,,2022-12-09,,"[19, 11]","[(19, 133), (11, 122)]",,,22200382,{},53.0
385,385,,,2022-12-09,,"[27, 29]","[(27, 114), (29, 103)]",,,22200383,{},48.0
386,386,,,2022-12-09,,"[30, 16]","[(30, 102), (16, 121)]",,,22200377,{},48.0
387,387,,,2022-12-01,,"[21, 14]","[(21, 124), (14, 118)]",,,22200394,{},48.0
388,388,,,2022-12-01,,"[5, 6]","[(5, 144), (6, 115)]",,,22200391,{},48.0
389,389,,,2022-12-01,,"[18, 15]","[(18, 133), (15, 136)]",,,22200388,{},48.0
390,390,,,2022-12-01,,"[8, 2]","[(8, 123), (2, 107)]",,,22200392,{},48.0
391,391,,,2022-12-01,,"[3, 24]","[(3, 110), (24, 102)]",,,22200390,{},48.0
392,392,,,2022-12-01,,"[7, 26]","[(7, 115), (26, 110)]",,,22200393,{},48.0
393,393,,,2022-12-01,,"[12, 23]","[(12, 111), (23, 115)]",,,22200387,{},48.0
394,394,,,2022-12-01,,"[28, 10]","[(28, 107), (10, 114)]",,,22200389,{},48.0
395,395,,,2022-12-11,,"[29, 11]","[(29, 117), (11, 124)]",,,22200396,{},48.0
396,396,,,2022-12-11,,"[19, 30]","[(19, 131), (30, 113)]",,,22200399,{},48.0
397,397,,,2022-12-11,,"[4, 20]","[(4, 129), (20, 124)]",,,22200395,{},53.0
398,398,,,2022-12-11,,"[17, 25]","[(17, 111), (25, 99)]",,,22200398,{},48.0
399,399,,,2022-12-11,,"[16, 22]","[(16, 112), (22, 99)]",,,22200397,{},48.0
400,400,,,2022-12-11,,"[1, 5]","[(1, 123), (5, 122)]",,,22200400,{},53.0
401,401,,,2022-12-11,,"[9, 13]","[(9, 97), (13, 92)]",,,22200401,{},48.0
402,402,,,2022-12-12,,"[18, 12]","[(18, 82), (12, 87)]",,,22200402,{},48.0
403,403,,,2022-12-12,,"[27, 1]","[(27, 128), (1, 103)]",,,22200404,{},48.0
404,404,,,2022-12-12,,"[23, 3]","[(23, 112), (3, 111)]",,,22200406,{},48.0
405,405,,,2022-12-12,,"[6, 24]","[(6, 121), (24, 114)]",,,22200405,{},48.0
406,406,,,2022-12-12,,"[21, 14]","[(21, 133), (14, 112)]",,,22200407,{},48.0
407,407,,,2022-12-12,,"[10, 2]","[(10, 113), (2, 93)]",,,22200408,{},48.0
408,408,,,2022-12-12,,"[28, 15]","[(28, 100), (15, 112)]",,,22200403,{},48.0
409,409,,,2022-12-13,,"[11, 2]","[(11, 118), (2, 122)]",,,22200413,{},53.0
410,410,,,2022-12-13,,"[26, 4]","[(26, 121), (4, 100)]",,,22200412,{},48.0
411,411,,,2022-12-13,,"[19, 22]","[(19, 123), (22, 103)]",,,22200409,{},48.0
412,412,,,2022-12-13,,"[9, 20]","[(9, 111), (20, 97)]",,,22200411,{},48.0
413,413,,,2022-12-13,,"[13, 8]","[(13, 128), (8, 111)]",,,22200410,{},48.0
414,414,,,2022-12-14,,"[10, 14]","[(10, 99), (14, 88)]",,,22200423,{},48.0
415,415,,,2022-12-14,,"[6, 3]","[(6, 90), (3, 105)]",,,22200421,{},48.0
416,416,,,2022-12-14,,"[5, 16]","[(5, 120), (16, 128)]",,,22200418,{},53.0
417,417,,,2022-12-14,,"[24, 12]","[(24, 108), (12, 110)]",,,22200419,{},48.0
418,418,,,2022-12-14,,"[23, 21]","[(23, 112), (21, 128)]",,,22200420,{},48.0
419,419,,,2022-12-14,,"[25, 22]","[(25, 123), (22, 124)]",,,22200417,{},48.0
420,420,,,2022-12-14,,"[30, 29]","[(30, 134), (29, 141)]",,,22200414,{},53.0
421,421,,,2022-12-14,,"[7, 28]","[(7, 141), (28, 128)]",,,22200422,{},48.0
422,422,,,2022-12-14,,"[18, 8]","[(18, 125), (8, 119)]",,,22200415,{},48.0
423,423,,,2022-12-14,,"[17, 1]","[(17, 135), (1, 124)]",,,22200416,{},48.0
424,424,,,2022-12-15,,"[26, 4]","[(26, 132), (4, 129)]",,,22200426,{},53.0
425,425,,,2022-12-15,,"[9, 12]","[(9, 108), (12, 111)]",,,22200424,{},48.0
426,426,,,2022-12-15,,"[10, 20]","[(10, 95), (20, 111)]",,,22200427,{},48.0
427,427,,,2022-12-15,,"[27, 13]","[(27, 142), (13, 101)]",,,22200425,{},48.0
428,428,,,2022-12-16,,"[30, 1]","[(30, 106), (1, 125)]",,,22200428,{},48.0
429,429,,,2022-12-16,,"[6, 21]","[(6, 130), (21, 110)]",,,22200436,{},48.0
430,430,,,2022-12-16,,"[3, 18]","[(3, 118), (18, 112)]",,,22200431,{},48.0
431,431,,,2022-12-16,,"[29, 22]","[(29, 113), (22, 122)]",,,22200429,{},48.0
432,432,,,2022-12-16,,"[24, 14]","[(24, 110), (14, 112)]",,,22200435,{},48.0
433,433,,,2022-12-16,,"[5, 16]","[(5, 91), (16, 114)]",,,22200434,{},48.0
434,434,,,2022-12-16,,"[11, 7]","[(11, 126), (7, 108)]",,,22200437,{},48.0
435,435,,,2022-12-16,,"[2, 17]","[(2, 109), (17, 117)]",,,22200430,{},48.0
436,436,,,2022-12-16,,"[25, 15]","[(25, 116), (15, 119)]",,,22200433,{},48.0
437,437,,,2022-12-16,,"[19, 8]","[(19, 118), (8, 106)]",,,22200432,{},48.0
438,438,,,2022-12-17,,"[24, 27]","[(24, 115), (27, 109)]",,,22200443,{},48.0
439,439,,,2022-12-17,,"[20, 4]","[(20, 118), (4, 114)]",,,22200444,{},48.0
440,440,,,2022-12-17,,"[10, 28]","[(10, 102), (28, 93)]",,,22200438,{},48.0
441,441,,,2022-12-17,,"[23, 12]","[(23, 101), (12, 111)]",,,22200439,{},48.0
442,442,,,2022-12-17,,"[9, 21]","[(9, 95), (21, 107)]",,,22200441,{},48.0
443,443,,,2022-12-17,,"[3, 6]","[(3, 100), (6, 99)]",,,22200440,{},53.0
444,444,,,2022-12-17,,"[13, 26]","[(13, 123), (26, 97)]",,,22200442,{},48.0
445,445,,,2022-12-18,,"[18, 16]","[(18, 106), (16, 109)]",,,22200446,{},48.0
446,446,,,2022-12-18,,"[14, 5]","[(14, 150), (5, 126)]",,,22200449,{},48.0
447,447,,,2022-12-18,,"[29, 15]","[(29, 121), (15, 124)]",,,22200447,{},48.0
448,448,,,2022-12-18,,"[25, 8]","[(25, 110), (8, 126)]",,,22200448,{},48.0
449,449,,,2022-12-18,,"[11, 28]","[(11, 119), (28, 117)]",,,22200451,{},48.0
450,450,,,2022-12-18,,"[2, 17]","[(2, 92), (17, 95)]",,,22200445,{},48.0
451,451,,,2022-12-18,,"[7, 30]","[(7, 119), (30, 115)]",,,22200450,{},48.0
452,452,,,2022-12-19,,"[19, 25]","[(19, 104), (25, 101)]",,,22200453,{},53.0
453,453,,,2022-12-19,,"[20, 11]","[(20, 130), (11, 104)]",,,22200459,{},48.0
454,454,,,2022-12-19,,"[1, 17]","[(1, 126), (17, 125)]",,,22200454,{},48.0
455,455,,,2022-12-19,,"[9, 23]","[(9, 105), (23, 124)]",,,22200455,{},48.0
456,456,,,2022-12-19,,"[14, 6]","[(14, 116), (6, 106)]",,,22200456,{},48.0
457,457,,,2022-12-19,,"[24, 21]","[(24, 123), (21, 121)]",,,22200458,{},48.0
458,458,,,2022-12-19,,"[4, 13]","[(4, 119), (13, 128)]",,,22200457,{},48.0
459,459,,,2022-12-19,,"[3, 26]","[(3, 122), (26, 99)]",,,22200452,{},48.0
460,460,,,2022-12-19,,"[22, 30]","[(22, 119), (30, 125)]",,,22200460,{},48.0
461,461,,,2022-12-02,,"[16, 8]","[(16, 132), (8, 94)]",,,22200463,{},48.0
462,462,,,2022-12-02,,"[12, 5]","[(12, 103), (5, 113)]",,,22200462,{},48.0
463,463,,,2022-12-02,,"[20, 28]","[(20, 110), (28, 113)]",,,22200464,{},48.0
464,464,,,2022-12-02,,"[7, 27]","[(7, 105), (27, 91)]",,,22200465,{},48.0
465,465,,,2022-12-02,,"[29, 26]","[(29, 111), (26, 126)]",,,22200461,{},48.0
466,466,,,2022-12-21,,"[3, 13]","[(3, 114), (13, 106)]",,,22200466,{},48.0
467,467,,,2022-12-21,,"[16, 25]","[(16, 106), (25, 113)]",,,22200471,{},48.0
468,468,,,2022-12-21,,"[10, 30]","[(10, 126), (30, 105)]",,,22200476,{},48.0
469,469,,,2022-12-21,,"[22, 11]","[(22, 134), (11, 120)]",,,22200475,{},48.0
470,470,,,2022-12-21,,"[2, 18]","[(2, 112), (18, 117)]",,,22200469,{},48.0
471,471,,,2022-12-21,,"[24, 21]","[(24, 101), (21, 98)]",,,22200474,{},48.0
472,472,,,2022-12-21,,"[9, 17]","[(9, 110), (17, 116)]",,,22200472,{},48.0
473,473,,,2022-12-21,,"[1, 5]","[(1, 108), (5, 110)]",,,22200468,{},48.0
474,474,,,2022-12-21,,"[14, 6]","[(14, 99), (6, 104)]",,,22200473,{},48.0
475,475,,,2022-12-21,,"[15, 8]","[(15, 143), (8, 113)]",,,22200470,{},48.0
476,476,,,2022-12-21,,"[19, 29]","[(19, 113), (29, 93)]",,,22200467,{},48.0
477,477,,,2022-12-22,,"[4, 23]","[(4, 126), (23, 117)]",,,22200477,{},48.0
478,478,,,2022-12-22,,"[26, 28]","[(26, 120), (28, 112)]",,,22200478,{},48.0
479,479,,,2022-12-23,,"[3, 25]","[(3, 107), (25, 118)]",,,22200484,{},48.0
480,480,,,2022-12-23,,"[11, 30]","[(11, 130), (30, 134)]",,,22200492,{},48.0
481,481,,,2022-12-23,,"[20, 27]","[(20, 100), (27, 125)]",,,22200490,{},48.0
482,482,,,2022-12-23,,"[22, 28]","[(22, 111), (28, 125)]",,,22200491,{},48.0
483,483,,,2022-12-23,,"[16, 5]","[(16, 117), (5, 118)]",,,22200485,{},48.0
484,484,,,2022-12-23,,"[7, 21]","[(7, 120), (21, 107)]",,,22200489,{},48.0
485,485,,,2022-12-23,,"[24, 4]","[(24, 125), (4, 128)]",,,22200488,{},53.0
486,486,,,2022-12-23,,"[9, 6]","[(9, 106), (6, 112)]",,,22200487,{},48.0
487,487,,,2022-12-23,,"[12, 18]","[(12, 108), (18, 111)]",,,22200486,{},48.0
488,488,,,2022-12-23,,"[1, 29]","[(1, 130), (29, 105)]",,,22200481,{},48.0
489,489,,,2022-12-23,,"[15, 13]","[(15, 118), (13, 100)]",,,22200483,{},48.0
490,490,,,2022-12-23,,"[2, 14]","[(2, 121), (14, 109)]",,,22200482,{},48.0
491,491,,,2022-12-23,,"[19, 10]","[(19, 119), (10, 114)]",,,22200480,{},48.0
492,492,,,2022-12-23,,"[17, 23]","[(17, 133), (23, 113)]",,,22200479,{},48.0
493,493,,,2022-12-25,,"[16, 19]","[(16, 112), (19, 119)]",,,22200493,{},48.0
494,494,,,2022-12-25,,"[6, 11]","[(6, 124), (11, 115)]",,,22200494,{},48.0
495,495,,,2022-12-25,,"[2, 13]","[(2, 139), (13, 118)]",,,22200495,{},48.0
496,496,,,2022-12-25,,"[8, 27]","[(8, 123), (27, 109)]",,,22200496,{},48.0
497,497,,,2022-12-25,,"[7, 20]","[(7, 128), (20, 125)]",,,22200497,{},53.0
498,498,,,2022-12-26,,"[21, 30]","[(21, 124), (30, 113)]",,,22200504,{},48.0
499,499,,,2022-12-26,,"[3, 15]","[(3, 117), (15, 125)]",,,22200498,{},48.0
500,500,,,2022-12-26,,"[23, 26]","[(23, 126), (26, 122)]",,,22200503,{},48.0
501,501,,,2022-12-26,,"[12, 14]","[(12, 113), (14, 110)]",,,22200500,{},48.0
502,502,,,2022-12-26,,"[29, 10]","[(29, 131), (10, 142)]",,,22200499,{},53.0
503,503,,,2022-12-26,,"[5, 9]","[(5, 118), (9, 133)]",,,22200501,{},48.0
504,504,,,2022-12-26,,"[4, 18]","[(4, 113), (18, 93)]",,,22200502,{},48.0
505,505,,,2022-12-27,,"[24, 23]","[(24, 130), (23, 114)]",,,22200511,{},48.0
506,506,,,2022-12-27,,"[25, 10]","[(25, 113), (10, 124)]",,,22200509,{},48.0
507,507,,,2022-12-27,,"[18, 1]","[(18, 129), (1, 114)]",,,22200508,{},48.0
508,508,,,2022-12-27,,"[8, 30]","[(8, 110), (30, 105)]",,,22200513,{},48.0
509,509,,,2022-12-27,,"[22, 7]","[(22, 106), (7, 113)]",,,22200514,{},48.0
510,510,,,2022-12-27,,"[27, 20]","[(27, 108), (20, 125)]",,,22200510,{},48.0
511,511,,,2022-12-27,,"[17, 11]","[(17, 110), (11, 129)]",,,22200505,{},48.0
512,512,,,2022-12-27,,"[2, 9]","[(2, 126), (9, 102)]",,,22200507,{},48.0
513,513,,,2022-12-27,,"[28, 19]","[(28, 116), (19, 111)]",,,22200506,{},48.0
514,514,,,2022-12-27,,"[6, 16]","[(6, 126), (16, 121)]",,,22200512,{},53.0
515,515,,,2022-12-28,,"[22, 7]","[(22, 127), (7, 126)]",,,22200522,{},48.0
516,516,,,2022-12-28,,"[5, 13]","[(5, 119), (13, 113)]",,,22200519,{},53.0
517,517,,,2022-12-28,,"[4, 14]","[(4, 119), (14, 118)]",,,22200520,{},48.0
518,518,,,2022-12-28,,"[1, 15]","[(1, 107), (15, 108)]",,,22200517,{},48.0
519,519,,,2022-12-28,,"[29, 17]","[(29, 121), (17, 101)]",,,22200515,{},48.0
520,520,,,2022-12-28,,"[28, 20]","[(28, 127), (20, 102)]",,,22200516,{},48.0
521,521,,,2022-12-28,,"[8, 26]","[(8, 112), (26, 107)]",,,22200521,{},48.0
522,522,,,2022-12-28,,"[12, 11]","[(12, 112), (11, 98)]",,,22200518,{},48.0
523,523,,,2022-12-29,,"[18, 3]","[(18, 135), (3, 126)]",,,22200524,{},48.0
524,524,,,2022-12-29,,"[25, 27]","[(25, 106), (27, 119)]",,,22200526,{},48.0
525,525,,,2022-12-29,,"[2, 10]","[(2, 116), (10, 110)]",,,22200525,{},48.0
526,526,,,2022-12-29,,"[23, 16]","[(23, 122), (16, 115)]",,,22200527,{},48.0
527,527,,,2022-12-29,,"[30, 24]","[(30, 121), (24, 113)]",,,22200523,{},48.0
528,528,,,2022-12-29,,"[6, 9]","[(6, 129), (9, 114)]",,,22200528,{},48.0
529,529,,,2022-12-03,,"[22, 26]","[(22, 126), (26, 125)]",,,22200537,{},48.0
530,530,,,2022-12-03,,"[7, 12]","[(7, 124), (12, 119)]",,,22200535,{},48.0
531,531,,,2022-12-03,,"[13, 14]","[(13, 123), (14, 114)]",,,22200533,{},48.0
532,532,,,2022-12-03,,"[8, 21]","[(8, 118), (21, 112)]",,,22200536,{},48.0
533,533,,,2022-12-03,,"[4, 19]","[(4, 127), (19, 116)]",,,22200534,{},48.0
534,534,,,2022-12-03,,"[17, 28]","[(17, 100), (28, 119)]",,,22200529,{},48.0
535,535,,,2022-12-03,,"[5, 29]","[(5, 132), (29, 118)]",,,22200532,{},48.0
536,536,,,2022-12-03,,"[25, 20]","[(25, 113), (20, 104)]",,,22200531,{},48.0
537,537,,,2022-12-03,,"[1, 11]","[(1, 121), (11, 130)]",,,22200530,{},48.0
538,538,,,2022-12-31,,"[18, 10]","[(18, 131), (10, 130)]",,,22200538,{},48.0
539,539,,,2022-12-31,,"[23, 6]","[(23, 125), (6, 126)]",,,22200542,{},48.0
540,540,,,2022-12-31,,"[5, 3]","[(5, 102), (3, 103)]",,,22200540,{},48.0
541,541,,,2022-12-31,,"[26, 12]","[(26, 123), (12, 126)]",,,22200546,{},48.0
542,542,,,2022-12-31,,"[9, 16]","[(9, 88), (16, 108)]",,,22200541,{},48.0
543,543,,,2022-12-31,,"[24, 19]","[(24, 96), (19, 115)]",,,22200545,{},48.0
544,544,,,2022-12-31,,"[14, 29]","[(14, 104), (29, 116)]",,,22200544,{},48.0
545,545,,,2022-12-31,,"[27, 4]","[(27, 116), (4, 101)]",,,22200543,{},48.0
546,546,,,2022-12-31,,"[30, 15]","[(30, 106), (15, 123)]",,,22200539,{},48.0
547,547,,,2023-01-01,,"[27, 22]","[(27, 118), (22, 108)]",,,22200547,{},48.0
548,548,,,2023-01-01,,"[7, 2]","[(7, 123), (2, 111)]",,,22200549,{},48.0
549,549,,,2023-01-01,,"[13, 28]","[(13, 95), (28, 118)]",,,22200548,{},48.0
550,550,,,2023-01-02,,"[8, 1]","[(8, 143), (1, 141)]",,,22200558,{},58.0
551,551,,,2023-01-02,,"[9, 6]","[(9, 106), (6, 111)]",,,22200556,{},48.0
552,552,,,2023-01-02,,"[10, 12]","[(10, 100), (12, 110)]",,,22200560,{},48.0
553,553,,,2023-01-02,,"[15, 23]","[(15, 139), (23, 103)]",,,22200555,{},48.0
554,554,,,2023-01-02,,"[3, 5]","[(3, 145), (5, 134)]",,,22200552,{},53.0
555,555,,,2023-01-02,,"[14, 7]","[(14, 124), (7, 111)]",,,22200557,{},48.0
556,556,,,2023-01-02,,"[21, 29]","[(21, 135), (29, 106)]",,,22200559,{},48.0
557,557,,,2023-01-02,,"[16, 20]","[(16, 102), (20, 83)]",,,22200550,{},48.0
558,558,,,2023-01-02,,"[18, 25]","[(18, 122), (25, 114)]",,,22200553,{},48.0
559,559,,,2023-01-02,,"[30, 11]","[(30, 115), (11, 121)]",,,22200551,{},48.0
560,560,,,2023-01-02,,"[19, 4]","[(19, 120), (4, 111)]",,,22200554,{},48.0
561,561,,,2023-01-03,,"[24, 2]","[(24, 150), (2, 117)]",,,22200562,{},48.0
562,562,,,2023-01-03,,"[13, 28]","[(13, 123), (28, 113)]",,,22200561,{},48.0
563,563,,,2023-01-03,,"[26, 22]","[(26, 115), (22, 117)]",,,22200563,{},48.0
564,564,,,2023-01-04,,"[17, 24]","[(17, 126), (24, 115)]",,,22200566,{},48.0
565,565,,,2023-01-04,,"[3, 20]","[(3, 90), (20, 88)]",,,22200565,{},48.0
566,566,,,2023-01-04,,"[19, 18]","[(19, 129), (18, 126)]",,,22200567,{},53.0
