id,_Match__id_match,_Match__heure_debut,_Match__heure_fin,_Match__jour,_Match__ville,_Match__liste_equipes_participantes,_Match__score,_Match__arbitre,_Match__lieu,_Match__id_csv,_Match__statistiques_diverses,_Match__duree
5095,5095,,,2014-01-28,,"[61, 66]","[(61, 4), (66, 0)]",,,1474936,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 23}",
5096,5096,,,2014-01-28,,"[56, 86]","[(56, 2), (86, 0)]",,,1474937,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 23}",
5097,5097,,,2014-01-28,,"[82, 57]","[(82, 0), (57, 0)]",,,1474938,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 23}",
5098,5098,,,2014-01-28,,"[83, 58]","[(83, 2), (58, 2)]",,,1474940,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 23}",
5099,5099,,,2014-01-29,,"[60, 71]","[(60, 1), (71, 0)]",,,1474942,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 23}",
5100,5100,,,2014-01-28,,"[80, 73]","[(80, 2), (73, 0)]",,,1474943,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 23}",
5101,5101,,,2014-01-29,,"[74, 62]","[(74, 0), (62, 0)]",,,1474944,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 23}",
5102,5102,,,2014-01-29,,"[69, 65]","[(69, 1), (65, 5)]",,,1474945,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 23}",
5103,5103,,,2014-02-02,,"[58, 85]","[(58, 2), (85, 0)]",,,1474946,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 24}",
5104,5104,,,2014-02-01,,"[86, 82]","[(86, 2), (82, 1)]",,,1474947,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 24}",
5105,5105,,,2014-02-01,,"[66, 64]","[(66, 2), (64, 1)]",,,1474948,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 24}",
5106,5106,,,2014-02-01,,"[73, 83]","[(73, 0), (83, 3)]",,,1474949,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 24}",
5107,5107,,,2014-02-01,,"[72, 69]","[(72, 1), (69, 1)]",,,1474951,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 24}",
5108,5108,,,2014-02-03,,"[65, 74]","[(65, 0), (74, 1)]",,,1474952,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 24}",
5109,5109,,,2014-02-01,,"[57, 60]","[(57, 0), (60, 3)]",,,1474953,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 24}",
5110,5110,,,2014-02-01,,"[71, 56]","[(71, 2), (56, 1)]",,,1474954,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 24}",
5111,5111,,,2014-02-02,,"[59, 61]","[(59, 1), (61, 1)]",,,1474955,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 24}",
5112,5112,,,2014-02-01,,"[62, 80]","[(62, 2), (80, 0)]",,,1474956,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 24}",
5113,5113,,,2014-02-08,,"[85, 59]","[(85, 3), (59, 1)]",,,1474450,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 25}",
5114,5114,,,2014-02-08,,"[64, 62]","[(64, 0), (62, 2)]",,,1474958,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 25}",
5115,5115,,,2014-02-08,,"[74, 57]","[(74, 3), (57, 0)]",,,1474959,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 25}",
5116,5116,,,2014-02-08,,"[61, 58]","[(61, 5), (58, 1)]",,,1474961,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 25}",
5117,5117,,,2014-02-09,,"[56, 73]","[(56, 2), (73, 2)]",,,1474962,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 25}",
5118,5118,,,2014-02-08,,"[82, 65]","[(82, 0), (65, 0)]",,,1474963,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 25}",
5119,5119,,,2014-02-08,,"[83, 71]","[(83, 2), (71, 2)]",,,1474964,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 25}",
5120,5120,,,2014-02-08,,"[60, 72]","[(60, 0), (72, 2)]",,,1474965,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 25}",
5121,5121,,,2014-02-08,,"[80, 86]","[(80, 3), (86, 0)]",,,1474966,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 25}",
5122,5122,,,2014-02-09,,"[69, 66]","[(69, 1), (66, 0)]",,,1474967,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 25}",
5123,5123,,,2014-02-12,,"[58, 56]","[(58, 0), (56, 0)]",,,1474968,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 26}",
5124,5124,,,2014-02-11,,"[86, 64]","[(86, 0), (64, 0)]",,,1474969,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 26}",
5125,5125,,,2014-02-11,,"[72, 83]","[(72, 0), (83, 1)]",,,1474970,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 26}",
5126,5126,,,2014-02-12,,"[71, 80]","[(71, 1), (80, 1)]",,,1474972,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 26}",
5127,5127,,,2014-02-11,,"[59, 74]","[(59, 1), (74, 1)]",,,1474973,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 26}",
5128,5128,,,2014-02-11,,"[62, 82]","[(62, 2), (82, 0)]",,,1474974,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 26}",
5129,5129,,,2014-04-16,,"[66, 85]","[(66, 2), (85, 3)]",,,1474975,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 26}",
5130,5130,,,2014-02-12,,"[73, 61]","[(73, 2), (61, 3)]",,,1474976,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 26}",
5131,5131,,,2014-04-16,,"[65, 60]","[(65, 2), (60, 2)]",,,1474977,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 26}",
5132,5132,,,2014-02-12,,"[57, 69]","[(57, 0), (69, 4)]",,,1474978,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 26}",
5133,5133,,,2014-02-22,,"[58, 60]","[(58, 4), (60, 1)]",,,1474979,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 27}",
5134,5134,,,2014-02-22,,"[86, 72]","[(86, 0), (72, 4)]",,,1474981,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 27}",
5135,5135,,,2014-02-22,,"[74, 66]","[(74, 1), (66, 0)]",,,1474982,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 27}",
5136,5136,,,2014-02-22,,"[85, 56]","[(85, 0), (56, 2)]",,,1474984,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 27}",
5137,5137,,,2014-02-23,,"[61, 80]","[(61, 4), (80, 3)]",,,1474985,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 27}",
5138,5138,,,2014-02-22,,"[65, 71]","[(65, 1), (71, 0)]",,,1474986,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 27}",
5139,5139,,,2014-02-23,,"[57, 64]","[(57, 1), (64, 0)]",,,1474987,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 27}",
5140,5140,,,2014-02-23,,"[82, 69]","[(82, 1), (69, 0)]",,,1474988,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 27}",
5141,5141,,,2014-02-22,,"[59, 73]","[(59, 1), (73, 1)]",,,1474990,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 27}",
5142,5142,,,2014-02-22,,"[62, 83]","[(62, 3), (83, 1)]",,,1474991,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 27}",
5143,5143,,,2014-03-02,,"[64, 82]","[(64, 4), (82, 1)]",,,1474993,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 28}",
5144,5144,,,2014-03-01,,"[66, 62]","[(66, 1), (62, 0)]",,,1474994,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 28}",
5145,5145,,,2014-03-01,,"[73, 74]","[(73, 1), (74, 3)]",,,1474995,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 28}",
5146,5146,,,2014-03-01,,"[72, 57]","[(72, 1), (57, 4)]",,,1474996,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 28}",
5147,5147,,,2014-03-25,,"[56, 65]","[(56, 0), (65, 3)]",,,1474997,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 28}",
5148,5148,,,2014-03-01,,"[83, 61]","[(83, 0), (61, 3)]",,,1474998,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 28}",
5149,5149,,,2014-03-01,,"[71, 58]","[(71, 1), (58, 0)]",,,1474999,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 28}",
5150,5150,,,2014-05-07,,"[60, 59]","[(60, 2), (59, 0)]",,,1475000,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 28}",
5151,5151,,,2014-03-02,,"[80, 85]","[(80, 1), (85, 1)]",,,1475002,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 28}",
5152,5152,,,2014-03-02,,"[69, 86]","[(69, 1), (86, 0)]",,,1475003,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 28}",
5153,5153,,,2014-03-25,,"[58, 80]","[(58, 2), (80, 2)]",,,1475005,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 29}",
5154,5154,,,2014-03-08,,"[86, 73]","[(86, 3), (73, 1)]",,,1475006,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 29}",
5155,5155,,,2014-03-08,,"[74, 69]","[(74, 4), (69, 0)]",,,1475007,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 29}",
5156,5156,,,2014-03-08,,"[85, 83]","[(85, 0), (83, 1)]",,,1475008,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 29}",
5157,5157,,,2014-03-26,,"[61, 60]","[(61, 2), (60, 1)]",,,1475009,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 29}",
5158,5158,,,2014-05-07,,"[65, 64]","[(65, 4), (64, 0)]",,,1475010,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 29}",
5159,5159,,,2014-03-25,,"[57, 66]","[(57, 0), (66, 3)]",,,1475011,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 29}",
5160,5160,,,2014-03-08,,"[82, 71]","[(82, 1), (71, 1)]",,,1475012,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 29}",
5161,5161,,,2014-03-08,,"[59, 56]","[(59, 0), (56, 3)]",,,1475013,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 29}",
5162,5162,,,2014-03-26,,"[62, 72]","[(62, 2), (72, 1)]",,,1475014,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 29}",
5163,5163,,,2013-09-01,,"[58, 69]","[(58, 1), (69, 0)]",,,1474151,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 3}",
5164,5164,,,2013-08-31,,"[86, 66]","[(86, 0), (66, 0)]",,,1474154,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 3}",
5165,5165,,,2013-08-21,,"[74, 64]","[(74, 2), (64, 1)]",,,1474157,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 3}",
5166,5166,,,2013-08-31,,"[85, 60]","[(85, 3), (60, 1)]",,,1474159,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 3}",
5167,5167,,,2013-09-01,,"[61, 56]","[(61, 1), (56, 0)]",,,1474162,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 3}",
5168,5168,,,2013-08-31,,"[65, 72]","[(65, 2), (72, 0)]",,,1474165,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 3}",
5169,5169,,,2013-08-31,,"[57, 73]","[(57, 1), (73, 0)]",,,1474168,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 3}",
5170,5170,,,2013-08-31,,"[82, 83]","[(82, 1), (83, 0)]",,,1474170,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 3}",
5171,5171,,,2013-09-01,,"[59, 80]","[(59, 0), (80, 2)]",,,1474171,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 3}",
5172,5172,,,2013-08-31,,"[62, 71]","[(62, 0), (71, 1)]",,,1474172,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 3}",
5173,5173,,,2014-03-15,,"[80, 59]","[(80, 1), (59, 2)]",,,1474316,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 30}",
5174,5174,,,2014-03-15,,"[64, 74]","[(64, 1), (74, 0)]",,,1475015,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 30}",
5175,5175,,,2014-03-15,,"[66, 86]","[(66, 2), (86, 1)]",,,1475016,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 30}",
5176,5176,,,2014-03-15,,"[73, 57]","[(73, 1), (57, 0)]",,,1475018,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 30}",
5177,5177,,,2014-03-15,,"[72, 65]","[(72, 0), (65, 2)]",,,1475019,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 30}",
5178,5178,,,2014-03-16,,"[56, 61]","[(56, 0), (61, 3)]",,,1475020,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 30}",
5179,5179,,,2014-03-15,,"[83, 82]","[(83, 4), (82, 2)]",,,1475023,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 30}",
5180,5180,,,2014-03-15,,"[71, 62]","[(71, 3), (62, 1)]",,,1475024,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 30}",
5181,5181,,,2014-03-15,,"[60, 85]","[(60, 0), (85, 0)]",,,1475025,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 30}",
5182,5182,,,2014-03-16,,"[69, 58]","[(69, 0), (58, 1)]",,,1475026,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 30}",
5183,5183,,,2014-03-23,,"[64, 71]","[(64, 1), (71, 4)]",,,1475027,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 31}",
5184,5184,,,2014-03-22,,"[86, 61]","[(86, 3), (61, 6)]",,,1475028,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 31}",
5185,5185,,,2014-03-22,,"[74, 58]","[(74, 6), (58, 0)]",,,1475029,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 31}",
5186,5186,,,2014-03-22,,"[66, 80]","[(66, 3), (80, 2)]",,,1475030,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 31}",
5187,5187,,,2014-03-22,,"[72, 59]","[(72, 2), (59, 0)]",,,1475031,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 31}",
5188,5188,,,2014-03-22,,"[65, 73]","[(65, 5), (73, 0)]",,,1475032,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 31}",
5189,5189,,,2014-03-22,,"[57, 85]","[(57, 1), (85, 0)]",,,1475034,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 31}",
5190,5190,,,2014-03-22,,"[82, 60]","[(82, 2), (60, 0)]",,,1475035,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 31}",
5191,5191,,,2014-03-23,,"[69, 83]","[(69, 3), (83, 2)]",,,1475037,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 31}",
5192,5192,,,2014-03-22,,"[62, 56]","[(62, 0), (56, 2)]",,,1475038,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 31}",
5193,5193,,,2014-03-29,,"[58, 65]","[(58, 1), (65, 1)]",,,1475039,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 32}",
5194,5194,,,2014-03-29,,"[85, 74]","[(85, 1), (74, 0)]",,,1475040,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 32}",
5195,5195,,,2014-03-30,,"[73, 66]","[(73, 1), (66, 3)]",,,1475041,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 32}",
5196,5196,,,2014-03-30,,"[61, 69]","[(61, 4), (69, 0)]",,,1475042,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 32}",
5197,5197,,,2014-03-29,,"[56, 64]","[(56, 4), (64, 1)]",,,1475043,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 32}",
5198,5198,,,2014-03-29,,"[83, 57]","[(83, 4), (57, 0)]",,,1475044,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 32}",
5199,5199,,,2014-03-29,,"[71, 72]","[(71, 1), (72, 0)]",,,1475046,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 32}",
5200,5200,,,2014-03-31,,"[60, 62]","[(60, 1), (62, 2)]",,,1475047,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 32}",
5201,5201,,,2014-03-29,,"[80, 82]","[(80, 3), (82, 0)]",,,1475049,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 32}",
5202,5202,,,2014-03-29,,"[59, 86]","[(59, 3), (86, 3)]",,,1475050,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 32}",
5203,5203,,,2014-04-05,,"[64, 73]","[(64, 1), (73, 2)]",,,1475051,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 33}",
5204,5204,,,2014-04-05,,"[86, 85]","[(86, 0), (85, 3)]",,,1475052,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 33}",
5205,5205,,,2014-04-05,,"[74, 71]","[(74, 3), (71, 0)]",,,1475054,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 33}",
5206,5206,,,2014-04-06,,"[66, 58]","[(66, 3), (58, 0)]",,,1475055,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 33}",
5207,5207,,,2014-04-05,,"[72, 80]","[(72, 1), (80, 0)]",,,1475056,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 33}",
5208,5208,,,2014-04-05,,"[65, 83]","[(65, 4), (83, 1)]",,,1475057,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 33}",
5209,5209,,,2014-04-05,,"[57, 56]","[(57, 0), (56, 4)]",,,1475058,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 33}",
5210,5210,,,2014-04-05,,"[82, 59]","[(82, 0), (59, 1)]",,,1475059,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 33}",
5211,5211,,,2014-04-07,,"[69, 60]","[(69, 5), (60, 1)]",,,1475061,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 33}",
5212,5212,,,2014-04-06,,"[62, 61]","[(62, 1), (61, 2)]",,,1475062,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 33}",
5213,5213,,,2014-04-15,,"[58, 62]","[(58, 3), (62, 1)]",,,1475063,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 34}",
5214,5214,,,2014-04-12,,"[85, 64]","[(85, 1), (64, 0)]",,,1475064,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 34}",
5215,5215,,,2014-04-12,,"[73, 82]","[(73, 1), (82, 0)]",,,1475065,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 34}",
5216,5216,,,2014-04-13,,"[61, 65]","[(61, 3), (65, 2)]",,,1475066,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 34}",
5217,5217,,,2014-05-06,,"[56, 72]","[(56, 3), (72, 1)]",,,1475067,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 34}",
5218,5218,,,2014-04-12,,"[83, 86]","[(83, 0), (86, 1)]",,,1475068,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 34}",
5219,5219,,,2014-04-12,,"[71, 57]","[(71, 1), (57, 0)]",,,1475070,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 34}",
5220,5220,,,2014-04-12,,"[60, 66]","[(60, 0), (66, 1)]",,,1475072,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 34}",
5221,5221,,,2014-04-13,,"[80, 74]","[(80, 0), (74, 1)]",,,1475073,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 34}",
5222,5222,,,2014-04-12,,"[59, 69]","[(59, 3), (69, 3)]",,,1475074,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 34}",
5223,5223,,,2014-04-19,,"[64, 83]","[(64, 0), (83, 0)]",,,1475075,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 35}",
5224,5224,,,2014-04-19,,"[86, 71]","[(86, 1), (71, 1)]",,,1475076,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 35}",
5225,5225,,,2014-04-19,,"[74, 60]","[(74, 1), (60, 2)]",,,1475077,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 35}",
5226,5226,,,2014-04-20,,"[66, 56]","[(66, 2), (56, 0)]",,,1475078,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 35}",
5227,5227,,,2014-04-20,,"[72, 58]","[(72, 0), (58, 3)]",,,1475080,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 35}",
5228,5228,,,2014-04-21,,"[65, 59]","[(65, 3), (59, 1)]",,,1475082,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 35}",
5229,5229,,,2014-04-19,,"[57, 80]","[(57, 1), (80, 2)]",,,1475083,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 35}",
5230,5230,,,2014-04-20,,"[82, 61]","[(82, 2), (61, 3)]",,,1475084,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 35}",
5231,5231,,,2014-04-19,,"[69, 73]","[(69, 3), (73, 1)]",,,1475085,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 35}",
5232,5232,,,2014-04-19,,"[62, 85]","[(62, 0), (85, 1)]",,,1475086,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 35}",
5233,5233,,,2014-04-28,,"[58, 57]","[(58, 3), (57, 0)]",,,1475087,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 36}",
5234,5234,,,2014-04-27,,"[85, 65]","[(85, 0), (65, 2)]",,,1475088,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 36}",
5235,5235,,,2014-04-26,,"[73, 72]","[(73, 2), (72, 2)]",,,1475089,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 36}",
5236,5236,,,2014-04-27,,"[61, 74]","[(61, 0), (74, 2)]",,,1475090,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 36}",
5237,5237,,,2014-04-26,,"[56, 82]","[(56, 4), (82, 0)]",,,1475091,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 36}",
5238,5238,,,2014-04-26,,"[83, 66]","[(83, 2), (66, 0)]",,,1475092,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 36}",
5239,5239,,,2014-04-26,,"[71, 69]","[(71, 0), (69, 1)]",,,1475093,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 36}",
5240,5240,,,2014-04-27,,"[60, 86]","[(60, 4), (86, 0)]",,,1475095,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 36}",
5241,5241,,,2014-04-26,,"[80, 64]","[(80, 4), (64, 1)]",,,1475096,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 36}",
5242,5242,,,2014-04-26,,"[59, 62]","[(59, 1), (62, 0)]",,,1475097,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 36}",
5243,5243,,,2014-05-04,,"[58, 59]","[(58, 1), (59, 0)]",,,1475098,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 37}",
5244,5244,,,2014-05-03,,"[64, 72]","[(64, 3), (72, 1)]",,,1475099,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 37}",
5245,5245,,,2014-05-04,,"[74, 82]","[(74, 0), (82, 0)]",,,1475100,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 37}",
5246,5246,,,2014-05-05,,"[85, 61]","[(85, 3), (61, 3)]",,,1475101,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 37}",
5247,5247,,,2014-05-03,,"[66, 65]","[(66, 2), (65, 3)]",,,1475102,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 37}",
5248,5248,,,2014-05-03,,"[56, 60]","[(56, 0), (60, 1)]",,,1475103,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 37}",
5249,5249,,,2014-05-03,,"[57, 86]","[(57, 3), (86, 0)]",,,1475105,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 37}",
5250,5250,,,2014-05-03,,"[71, 73]","[(71, 4), (73, 1)]",,,1475106,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 37}",
5251,5251,,,2014-05-03,,"[80, 83]","[(80, 0), (83, 1)]",,,1475107,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 37}",
5252,5252,,,2014-05-03,,"[62, 69]","[(62, 2), (69, 0)]",,,1475108,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 37}",
5253,5253,,,2014-05-11,,"[86, 74]","[(86, 1), (74, 2)]",,,1475109,"{'country_id': 1729, 'league_id': 1729, 'season': '2013/2014', 'stage': 38}",
